Jaar/Maand,Dag,Productgroep,Product,Prijs incl. BTW
mei22,16mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.244
mei22,16mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.24
mei22,16mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.272
mei22,16mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.373
mei22,16mei22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.206
mei22,16mei22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.237
mei22,16mei22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.343
mei22,16mei22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.471
mei22,16mei22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.439
mei22,16mei22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.574
mei22,16mei22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.53
mei22,16mei22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.498
mei22,16mei22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.633
mei22,16mei22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.889
mei22,16mei22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.964
mei22,16mei22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.858
mei22,16mei22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.989
mei22,16mei22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.914
mei22,16mei22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),808.89
mei22,17mei22,Benzines,Benzine 95 RON E5 (€/L),2.069
mei22,17mei22,Benzines,Benzine 95 RON E10 (€/L),2.025
mei22,17mei22,Benzines,Benzine 98 RON E5 (€/L),2.201
mei22,17mei22,Benzines,Benzine 98 RON E10 (€/L),2.165
mei22,17mei22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.033
mei22,17mei22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),2.008
mei22,17mei22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),2.043
mei22,17mei22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.132
mei22,17mei22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.648
mei22,17mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.269
mei22,17mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.301
mei22,17mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.246
mei22,17mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.278
mei22,17mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.274
mei22,17mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.305
mei22,17mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.406
mei22,17mei22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.239
mei22,17mei22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.271
mei22,17mei22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.377
mei22,17mei22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.471
mei22,17mei22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.439
mei22,17mei22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.574
mei22,17mei22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.53
mei22,17mei22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.498
mei22,17mei22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.633
mei22,17mei22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.889
mei22,17mei22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.964
mei22,17mei22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.858
mei22,17mei22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.989
mei22,17mei22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.914
mei22,17mei22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),808.89
mei22,18mei22,Benzines,Benzine 95 RON E5 (€/L),2.069
mei22,18mei22,Benzines,Benzine 95 RON E10 (€/L),2.025
mei22,18mei22,Benzines,Benzine 98 RON E5 (€/L),2.201
mei22,18mei22,Benzines,Benzine 98 RON E10 (€/L),2.165
mei22,18mei22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.018
mei22,18mei22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.993
mei22,18mei22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),2.029
mei22,18mei22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.119
mei22,18mei22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.664
mei22,18mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.252
mei22,18mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.284
mei22,18mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.229
mei22,18mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.261
mei22,18mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.257
mei22,18mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.289
mei22,18mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.389
mei22,18mei22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.223
mei22,18mei22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.254
mei22,18mei22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.36
mei22,18mei22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.471
mei22,18mei22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.439
mei22,18mei22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.574
mei22,18mei22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.53
mei22,18mei22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.498
mei22,18mei22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.633
mei22,18mei22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.889
mei22,18mei22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.964
mei22,18mei22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.858
mei22,18mei22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.989
mei22,18mei22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.914
mei22,18mei22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),808.89
mei22,19mei22,Benzines,Benzine 95 RON E5 (€/L),2.069
mei22,19mei22,Benzines,Benzine 95 RON E10 (€/L),2.025
mei22,19mei22,Benzines,Benzine 98 RON E5 (€/L),2.201
mei22,19mei22,Benzines,Benzine 98 RON E10 (€/L),2.165
mei22,19mei22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.018
mei22,19mei22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.993
mei22,19mei22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),2.029
mei22,19mei22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.119
mei22,19mei22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.664
mei22,19mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.236
mei22,19mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.268
mei22,19mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.213
mei22,19mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.245
mei22,19mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.24
mei22,19mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.272
mei22,19mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.373
mei22,19mei22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.207
mei22,19mei22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.239
mei22,19mei22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.345
mei22,19mei22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.425
mei22,19mei22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.393
mei22,19mei22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.528
mei22,19mei22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.482
mei22,19mei22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.45
mei22,19mei22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.585
mei22,19mei22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.858
mei22,19mei22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.933
mei22,19mei22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.852
mei22,19mei22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.983
mei22,19mei22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.908
mei22,19mei22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),808.89
mei22,20mei22,Benzines,Benzine 95 RON E5 (€/L),2.069
mei22,20mei22,Benzines,Benzine 95 RON E10 (€/L),2.025
mei22,20mei22,Benzines,Benzine 98 RON E5 (€/L),2.201
mei22,20mei22,Benzines,Benzine 98 RON E10 (€/L),2.165
mei22,20mei22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),2.018
mei22,20mei22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.993
mei22,20mei22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),2.029
mei22,20mei22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.119
mei22,20mei22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.664
mei22,20mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.196
mei22,20mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.227
mei22,20mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.173
mei22,20mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.205
mei22,20mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.2
mei22,20mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.232
mei22,20mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.333
mei22,20mei22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.167
mei22,20mei22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.199
mei22,20mei22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.305
mei22,20mei22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.425
mei22,20mei22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.393
mei22,20mei22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.528
mei22,20mei22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.482
mei22,20mei22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.45
mei22,20mei22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.585
mei22,20mei22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.858
mei22,20mei22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.933
mei22,20mei22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.852
mei22,20mei22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.983
mei22,20mei22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.908
mei22,20mei22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),808.89
mei22,21mei22,Benzines,Benzine 95 RON E5 (€/L),2.017
mei22,21mei22,Benzines,Benzine 95 RON E10 (€/L),1.979
mei22,21mei22,Benzines,Benzine 98 RON E5 (€/L),2.148
mei22,21mei22,Benzines,Benzine 98 RON E10 (€/L),2.114
mei22,21mei22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.959
mei22,21mei22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.934
mei22,21mei22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.97
mei22,21mei22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.059
mei22,21mei22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.585
mei22,21mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.193
mei22,21mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.225
mei22,21mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.17
mei22,21mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.202
mei22,21mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.198
mei22,21mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.23
mei22,21mei22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.331
mei22,21mei22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.169
mei22,21mei22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.201
mei22,21mei22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.307
mei22,21mei22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.425
mei22,21mei22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.393
mei22,21mei22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.528
mei22,21mei22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.482
mei22,21mei22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.45
mei22,21mei22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.585
mei22,21mei22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.858
mei22,21mei22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.933
mei22,21mei22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.852
mei22,21mei22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.983
mei22,21mei22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.908
mei22,21mei22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),808.89
mei22,22mei22,Benzines,Benzine 95 RON E5 (€/L),2.017
mei22,22mei22,Benzines,Benzine 95 RON E10 (€/L),1.979
mei22,22mei22,Benzines,Benzine 98 RON E5 (€/L),2.148
mei22,22mei22,Benzines,Benzine 98 RON E10 (€/L),2.114
mei22,22mei22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.959
mei22,22mei22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.934
mei22,22mei22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.97
mei22,22mei22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),2.059
mei22,22mei22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.585
mei22,22mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.193
mei22,22mei22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.225
mei22,22mei22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.17
